Number,Player,Minutes,Off reb,Def reb,Tot reb,Assists,Fouls comm,Fouls against,Turnovers,Steals,Blocked shots,Blocked shot attempt,Efficiency,+/-,Pts,Home team,Guest team,Team,Game number,Starter,2m,2a,3m,3a,Fgm,Fga,Ftm,Fta
34,Ragnar Ágústsson,3.0,,1.0,1.0,1.0,,,,,,,4.0,9.0,2.0,Grindavík,Þór Akureyri,Þór Akureyri,68.0,,1.0,1.0,,,1.0,1.0,,
41,Mantas Virbalas,25.55,3.0,3.0,6.0,2.0,2.0,1.0,3.0,2.0,,,14.0,-4.0,11.0,Grindavík,Þór Akureyri,Þór Akureyri,68.0,1.0,5.0,7.0,0.0,1.0,5.0,8.0,1.0,2.0
72,Kolbeinn Fannar Gíslason,13.0,2.0,1.0,3.0,,3.0,1.0,,1.0,,,9.0,10.0,5.0,Grindavík,Þór Akureyri,Þór Akureyri,68.0,,,,1.0,1.0,1.0,1.0,2.0,2.0
3,Kjartan Helgi Steinþórsson,13.8,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,,,10.0,-11.0,5.0,Haukar,Stjarnan,Haukar,69.0,,1.0,1.0,1.0,1.0,2.0,2.0,,
9,Haukur Óskarsson,18.3,,1.0,1.0,,3.0,,,1.0,,,-1.0,5.0,2.0,Haukar,Stjarnan,Haukar,69.0,1.0,1.0,1.0,0.0,5.0,1.0,6.0,,
10,Ívar Barja,2.716666666666667,,,,1.0,,,,1.0,,,1.0,4.0,,Haukar,Stjarnan,Haukar,69.0,,0.0,1.0,,,0.0,1.0,,
12,Kári Jónsson,27.983333333333334,,3.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,,6.0,-22.0,8.0,Haukar,Stjarnan,Haukar,69.0,1.0,1.0,5.0,1.0,6.0,2.0,11.0,3.0,4.0
13,Breki Gylfason,15.733333333333333,1.0,,1.0,,2.0,1.0,1.0,1.0,,,10.0,-24.0,9.0,Haukar,Stjarnan,Haukar,69.0,,3.0,3.0,1.0,1.0,4.0,4.0,,
14,Emil Barja,35.733333333333334,1.0,1.0,2.0,7.0,3.0,5.0,9.0,4.0,2.0,1.0,6.0,-19.0,11.0,Haukar,Stjarnan,Haukar,69.0,1.0,2.0,6.0,0.0,4.0,2.0,10.0,7.0,10.0
15,Gerald Robinson,28.483333333333334,,4.0,4.0,,3.0,1.0,2.0,,,1.0,10.0,-14.0,13.0,Haukar,Stjarnan,Haukar,69.0,1.0,2.0,4.0,3.0,6.0,5.0,10.0,,
20,Yngvi Freyr Óskarsson,2.4333333333333336,1.0,2.0,3.0,,,,,,,,7.0,6.0,4.0,Haukar,Stjarnan,Haukar,69.0,,2.0,2.0,,,2.0,2.0,,
21,Gunnar Ingi Harðarson,18.75,1.0,1.0,2.0,4.0,,,,,,,4.0,-21.0,2.0,Haukar,Stjarnan,Haukar,69.0,,1.0,2.0,0.0,3.0,1.0,5.0,,
24,Flenard Whitfield,31.85,4.0,8.0,12.0,3.0,2.0,5.0,5.0,,1.0,1.0,29.0,-12.0,30.0,Haukar,Stjarnan,Haukar,69.0,1.0,11.0,19.0,1.0,4.0,12.0,23.0,5.0,6.0
33,Þorkell Jónsson,1.5,,,,,,,,,,,0.0,4.0,,Haukar,Stjarnan,Haukar,69.0,,,,,,,,,
34,Ágúst Goði Kjartansson,2.716666666666667,,,,1.0,,,,,,,2.0,4.0,2.0,Haukar,Stjarnan,Haukar,69.0,,1.0,2.0,,,1.0,2.0,,
1,Kyle Johnson,24.233333333333334,4.0,2.0,6.0,1.0,4.0,7.0,3.0,1.0,,1.0,27.0,28.0,30.0,Haukar,Stjarnan,Stjarnan,69.0,1.0,10.0,13.0,1.0,6.0,11.0,19.0,7.0,7.0
4,Hlynur Elías Bæringsson,29.483333333333334,3.0,10.0,13.0,4.0,3.0,3.0,2.0,2.0,1.0,,22.0,20.0,8.0,Haukar,Stjarnan,Stjarnan,69.0,1.0,3.0,3.0,0.0,1.0,3.0,4.0,2.0,5.0
5,Nikolas Tomsick,31.433333333333334,1.0,5.0,6.0,9.0,1.0,2.0,6.0,1.0,1.0,1.0,19.0,21.0,19.0,Haukar,Stjarnan,Stjarnan,69.0,1.0,4.0,7.0,3.0,10.0,7.0,17.0,2.0,3.0
7,Ágúst Angantýsson,10.933333333333334,,1.0,1.0,,1.0,,,,1.0,,1.0,-11.0,,Haukar,Stjarnan,Stjarnan,69.0,,,,0.0,1.0,0.0,1.0,,
8,Ægir Þór Steinarsson,30.633333333333333,2.0,1.0,3.0,7.0,2.0,3.0,3.0,2.0,,1.0,24.0,13.0,21.0,Haukar,Stjarnan,Stjarnan,69.0,1.0,7.0,12.0,1.0,2.0,8.0,14.0,4.0,4.0
10,Dúi Þór Jónsson,9.366666666666667,,2.0,2.0,,3.0,,1.0,,,,6.0,7.0,7.0,Haukar,Stjarnan,Stjarnan,69.0,,2.0,2.0,1.0,3.0,3.0,5.0,,
11,Tómas Þórður Hilmarsson,25.85,2.0,8.0,10.0,1.0,3.0,1.0,2.0,,,1.0,17.0,19.0,10.0,Haukar,Stjarnan,Stjarnan,69.0,1.0,5.0,7.0,,,5.0,7.0,,
13,Ingimundur Orri Jóhannsson,2.716666666666667,,,,,,,,,,,0.0,-4.0,,Haukar,Stjarnan,Stjarnan,69.0,,,,,,,,,
14,Arnþór Freyr Guðmundsson,27.916666666666668,1.0,,1.0,,1.0,,2.0,3.0,,,7.0,21.0,9.0,Haukar,Stjarnan,Stjarnan,69.0,,0.0,1.0,3.0,6.0,3.0,7.0,,
21,Friðrik Anton Jónsson,2.716666666666667,1.0,1.0,2.0,,,,1.0,,,,2.0,-4.0,2.0,Haukar,Stjarnan,Stjarnan,69.0,,1.0,1.0,0.0,1.0,1.0,2.0,,
29,Orri Gunnarsson,4.716666666666667,,,,1.0,,,,,,,0.0,-10.0,,Haukar,Stjarnan,Stjarnan,69.0,,,,0.0,1.0,0.0,1.0,,
0,Evan Christopher Singletary,34.666666666666664,,3.0,3.0,4.0,3.0,6.0,3.0,3.0,1.0,,16.0,15.0,18.0,ÍR,Tindastóll,ÍR,70.0,1.0,3.0,10.0,1.0,4.0,4.0,14.0,9.0,9.0
3,Collin Pryor,37.13333333333333,3.0,4.0,7.0,5.0,1.0,7.0,1.0,4.0,,,27.0,14.0,19.0,ÍR,Tindastóll,ÍR,70.0,1.0,5.0,11.0,,,5.0,11.0,9.0,10.0
5,Danil Kirjanovski,0.0,,,,,,,,,,,,,,ÍR,Tindastóll,ÍR,70.0,,,,,,,,,
8,Trausti Eiríksson,12.466666666666667,,1.0,1.0,,2.0,,1.0,1.0,,,-1.0,-14.0,,ÍR,Tindastóll,ÍR,70.0,,0.0,1.0,0.0,1.0,0.0,2.0,,
10,Sveinbjörn Claessen,11.65,,1.0,1.0,,4.0,,,,,,1.0,-1.0,,ÍR,Tindastóll,ÍR,70.0,,,,,,,,,
14,Sæþór Elmar Kristjánsson,28.866666666666667,,3.0,3.0,2.0,3.0,,4.0,,1.0,,11.0,6.0,13.0,ÍR,Tindastóll,ÍR,70.0,1.0,2.0,3.0,3.0,6.0,5.0,9.0,,
15,Aron Orri Hilmarsson,0.0,,,,,,,,,,,,,,ÍR,Tindastóll,ÍR,70.0,,,,,,,,,
22,Hafliði Jökull Jóhannesson,2.8166666666666664,,,,,1.0,,,,,,-1.0,3.0,,ÍR,Tindastóll,ÍR,70.0,,,,0.0,1.0,0.0,1.0,,
24,Georgi Boyanov,36.11666666666667,7.0,5.0,12.0,5.0,1.0,9.0,1.0,,,2.0,33.0,13.0,27.0,ÍR,Tindastóll,ÍR,70.0,1.0,9.0,15.0,0.0,2.0,9.0,17.0,9.0,11.0
33,Danero Thomas,36.28333333333333,,6.0,6.0,1.0,4.0,2.0,1.0,3.0,1.0,,18.0,4.0,15.0,ÍR,Tindastóll,ÍR,70.0,1.0,3.0,5.0,3.0,8.0,6.0,13.0,,
88,Frank Gerritsen,0.0,,,,,,,,,,,,,,ÍR,Tindastóll,ÍR,70.0,,,,,,,,,
4,Axel Kárason,17.2,1.0,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,,4.0,-16.0,2.0,ÍR,Tindastóll,Tindastóll,70.0,,1.0,1.0,0.0,1.0,1.0,2.0,,
5,Jaka Brodnik,34.733333333333334,4.0,4.0,8.0,2.0,2.0,3.0,2.0,,1.0,1.0,14.0,-17.0,16.0,ÍR,Tindastóll,Tindastóll,70.0,1.0,2.0,8.0,4.0,6.0,6.0,14.0,0.0,3.0
6,Friðrik Þór Stefánsson,10.533333333333333,,,,1.0,3.0,4.0,,1.0,,,2.0,13.0,2.0,ÍR,Tindastóll,Tindastóll,70.0,,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0
7,Pétur Rúnar Birgisson,31.05,3.0,6.0,9.0,5.0,2.0,1.0,5.0,1.0,,1.0,21.0,-12.0,20.0,ÍR,Tindastóll,Tindastóll,70.0,1.0,6.0,8.0,2.0,9.0,8.0,17.0,2.0,2.0
8,Eyþór Lár Bárðarson,0.0,,,,,,,,,,,,,,ÍR,Tindastóll,Tindastóll,70.0,,,,,,,,,
10,Örvar Freyr Harðarson,0.0,,,,,,,,,,,,,,ÍR,Tindastóll,Tindastóll,70.0,,,,,,,,,
11,Sinisa Bilic,32.25,6.0,2.0,8.0,4.0,2.0,3.0,5.0,2.0,,,14.0,-12.0,18.0,ÍR,Tindastóll,Tindastóll,70.0,1.0,3.0,8.0,3.0,10.0,6.0,18.0,3.0,4.0
12,Viðar Ágústsson,22.6,,5.0,5.0,,5.0,1.0,1.0,1.0,,,10.0,,6.0,ÍR,Tindastóll,Tindastóll,70.0,,3.0,3.0,0.0,1.0,3.0,4.0,,
13,Hlynur Freyr Einarsson,0.0,,,,,,,,,,,,,,ÍR,Tindastóll,Tindastóll,70.0,,,,,,,,,
14,Helgi Rafn Viggósson,19.683333333333334,2.0,3.0,5.0,2.0,3.0,2.0,1.0,1.0,,,8.0,11.0,4.0,ÍR,Tindastóll,Tindastóll,70.0,1.0,1.0,4.0,,,1.0,4.0,2.0,2.0
21,Gerel Simmons,31.95,3.0,2.0,5.0,1.0,4.0,4.0,1.0,,,1.0,10.0,-7.0,16.0,ÍR,Tindastóll,Tindastóll,70.0,1.0,4.0,11.0,1.0,5.0,5.0,16.0,5.0,5.0
2,Hlynur Logi Ingólfsson,0.0,,,,,,,,,,,,,,Fjölnir,Njarðvík,Fjölnir,71.0,,,,,,,,,
3,Jere Vucica,33.63333333333333,1.0,5.0,6.0,1.0,3.0,4.0,1.0,3.0,2.0,,16.0,-5.0,11.0,Fjölnir,Njarðvík,Fjölnir,71.0,1.0,3.0,4.0,1.0,5.0,4.0,9.0,2.0,3.0
6,Ólafur Ingi Styrmisson,0.0,,,,,,,,,,,,,,Fjölnir,Njarðvík,Fjölnir,71.0,,,,,,,,,
7,Viktor Lee Moses,33.516666666666666,2.0,7.0,9.0,,1.0,3.0,2.0,,4.0,,25.0,-11.0,21.0,Fjölnir,Njarðvík,Fjölnir,71.0,1.0,10.0,14.0,0.0,3.0,10.0,17.0,1.0,1.0
8,Srdan Stojanovic,37.6,2.0,5.0,7.0,1.0,2.0,9.0,4.0,3.0,,,21.0,-9.0,26.0,Fjölnir,Njarðvík,Fjölnir,71.0,1.0,6.0,9.0,2.0,9.0,8.0,18.0,8.0,10.0
11,Róbert Sigurðsson,28.516666666666666,,5.0,5.0,5.0,4.0,2.0,3.0,,,,15.0,-10.0,11.0,Fjölnir,Njarðvík,Fjölnir,71.0,1.0,4.0,5.0,1.0,3.0,5.0,8.0,,
13,Orri Hilmarsson,28.633333333333333,1.0,,1.0,1.0,2.0,,,1.0,1.0,,8.0,7.0,5.0,Fjölnir,Njarðvík,Fjölnir,71.0,,1.0,1.0,1.0,2.0,2.0,3.0,,
14,Egill Agnar Októsson,0.0,,,,,,,,,,,,,,Fjölnir,Njarðvík,Fjölnir,71.0,,,,,,,,,
15,Viktor Máni Steffensen,0.0,,,,,,,,,,,,,,Fjölnir,Njarðvík,Fjölnir,71.0,,,,,,,,,
16,Vilhjálmur Theodór Jónsson,12.85,1.0,1.0,2.0,1.0,1.0,,,,,2.0,2.0,2.0,4.0,Fjölnir,Njarðvík,Fjölnir,71.0,,2.0,6.0,0.0,1.0,2.0,7.0,,
18,Gauti Björn Jónsson,0.0,,,,,,,,,,,,,,Fjölnir,Njarðvík,Fjölnir,71.0,,,,,,,,,
20,Tómas Heiðar Tómasson,25.25,,1.0,1.0,5.0,2.0,2.0,4.0,,,1.0,0.0,-9.0,3.0,Fjölnir,Njarðvík,Fjölnir,71.0,1.0,0.0,3.0,1.0,3.0,1.0,6.0,,
3,Chaz Calvaron Williams,26.983333333333334,2.0,2.0,4.0,4.0,4.0,7.0,4.0,4.0,,,29.0,12.0,25.0,Fjölnir,Njarðvík,Njarðvík,71.0,1.0,8.0,12.0,2.0,2.0,10.0,14.0,3.0,3.0
8,Kristinn Pálsson,30.95,1.0,4.0,5.0,,4.0,2.0,,4.0,,1.0,20.0,23.0,18.0,Fjölnir,Njarðvík,Njarðvík,71.0,1.0,6.0,8.0,2.0,6.0,8.0,14.0,0.0,1.0
9,Ólafur Helgi Jónsson,19.15,2.0,4.0,6.0,1.0,3.0,,1.0,,1.0,1.0,2.0,-13.0,,Fjölnir,Njarðvík,Njarðvík,71.0,,0.0,4.0,0.0,1.0,0.0,5.0,,
10,Jón Arnór Sverrisson,22.266666666666666,,5.0,5.0,6.0,1.0,1.0,2.0,,,1.0,14.0,-9.0,8.0,Fjölnir,Njarðvík,Njarðvík,71.0,1.0,1.0,2.0,2.0,4.0,3.0,6.0,,
11,Rafn Edgar Sigmarsson,0.0,,,,,,,,,,,,,,Fjölnir,Njarðvík,Njarðvík,71.0,,,,,,,,,
14,Logi Gunnarsson,24.35,,1.0,1.0,,2.0,,1.0,2.0,,,14.0,16.0,13.0,Fjölnir,Njarðvík,Njarðvík,71.0,,2.0,2.0,3.0,4.0,5.0,6.0,,
15,Guðjón Karl Halldórsson,0.0,,,,,,,,,,,,,,Fjölnir,Njarðvík,Njarðvík,71.0,,,,,,,,,
21,Arnór Sveinsson,2.8333333333333335,,,,,1.0,,,,,,0.0,-1.0,,Fjölnir,Njarðvík,Njarðvík,71.0,,,,,,,,,
23,Maciek Stanislav Baginski,25.816666666666666,1.0,1.0,2.0,3.0,2.0,1.0,,,,2.0,2.0,12.0,7.0,Fjölnir,Njarðvík,Njarðvík,71.0,1.0,1.0,7.0,1.0,5.0,2.0,12.0,2.0,2.0
31,Mario Matasovic,28.4,1.0,8.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,,15.0,5.0,6.0,Fjölnir,Njarðvík,Njarðvík,71.0,1.0,3.0,5.0,,,3.0,5.0,,
32,Kyle Steven Williams,6.233333333333333,,,,,,,,,,,0.0,-5.0,2.0,Fjölnir,Njarðvík,Njarðvík,71.0,,1.0,2.0,0.0,1.0,1.0,3.0,,
33,Wayne Ernest Martin Jr.,13.016666666666667,3.0,,3.0,,2.0,3.0,3.0,,1.0,2.0,3.0,-5.0,9.0,Fjölnir,Njarðvík,Njarðvík,71.0,,3.0,8.0,,,3.0,8.0,3.0,5.0
1,Matthías Orri Sigurðarson,31.983333333333334,5.0,8.0,13.0,3.0,3.0,3.0,1.0,1.0,,1.0,11.0,5.0,7.0,KR,Valur,KR,72.0,1.0,2.0,9.0,1.0,4.0,3.0,13.0,0.0,2.0
3,Sveinn Búi Birgisson,0.8333333333333334,,,,,,,,,,,0.0,-2.0,,KR,Valur,KR,72.0,,,,,,,,,
4,Brynjar Þór Björnsson,29.7,,,,,2.0,2.0,3.0,1.0,,,8.0,19.0,18.0,KR,Valur,KR,72.0,1.0,2.0,3.0,4.0,11.0,6.0,14.0,2.0,2.0
7,Michael Craion,29.766666666666666,4.0,8.0,12.0,3.0,2.0,5.0,1.0,2.0,,2.0,24.0,6.0,18.0,KR,Valur,KR,72.0,1.0,7.0,14.0,,,7.0,14.0,4.0,7.0
8,Björn Kristjánsson,21.6,,2.0,2.0,,2.0,3.0,2.0,2.0,,,4.0,1.0,8.0,KR,Valur,KR,72.0,,0.0,1.0,1.0,5.0,1.0,6.0,5.0,6.0
10,Helgi Már Magnússon,35.333333333333336,2.0,3.0,5.0,4.0,2.0,6.0,2.0,,,,21.0,11.0,21.0,KR,Valur,KR,72.0,1.0,1.0,5.0,5.0,6.0,6.0,11.0,4.0,6.0
14,Benedikt Lárusson,0.75,,1.0,1.0,,,,,,,,0.0,-2.0,,KR,Valur,KR,72.0,,,,0.0,1.0,0.0,1.0,,
21,Finnur Atli Magnússon,14.066666666666666,,3.0,3.0,1.0,2.0,2.0,,,,,9.0,7.0,7.0,KR,Valur,KR,72.0,,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0
23,Sigurður Á. Þorvaldsson,0.0,,,,,,,,,,,,,,KR,Valur,KR,72.0,,,,,,,,,
25,Jakob Örn Sigurðarson,35.96666666666667,,3.0,3.0,4.0,,1.0,,1.0,,,10.0,10.0,8.0,KR,Valur,KR,72.0,1.0,0.0,3.0,2.0,4.0,2.0,7.0,2.0,3.0
4,Ástþór Atli Svalason,19.55,,3.0,3.0,3.0,2.0,,,,,,7.0,-4.0,3.0,KR,Valur,Valur,72.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,,
5,Ragnar Agust Nathanaelsson,18.233333333333334,6.0,3.0,9.0,,4.0,2.0,4.0,,2.0,,12.0,-9.0,10.0,KR,Valur,Valur,72.0,,4.0,8.0,,,4.0,8.0,2.0,3.0
6,Benedikt Blöndal,8.716666666666667,,,,,3.0,1.0,,,,,0.0,-4.0,2.0,KR,Valur,Valur,72.0,,,,0.0,2.0,0.0,2.0,2.0,2.0
7,Frank Aron Booker,32.68333333333333,,,,3.0,5.0,,1.0,1.0,,,19.0,-16.0,22.0,KR,Valur,Valur,72.0,1.0,2.0,3.0,6.0,11.0,8.0,14.0,,
8,Bergur Ástráðsson,0.0,,,,,,,,,,,,,,KR,Valur,Valur,72.0,,,,,,,,,
10,Austin Magnus Bracey,19.85,1.0,1.0,2.0,,2.0,1.0,,,,,-1.0,-9.0,3.0,KR,Valur,Valur,72.0,,0.0,3.0,1.0,4.0,1.0,7.0,,
11,Snjólfur Björnsson,0.0,,,,,,,,,,,,,,KR,Valur,Valur,72.0,,,,,,,,,
12,Illugi Steingrímsson,24.266666666666666,1.0,1.0,2.0,,1.0,1.0,2.0,,,,1.0,-5.0,6.0,KR,Valur,Valur,72.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,2.0
13,Sigurður Páll Stefánsson,0.0,,,,,,,,,,,,,,KR,Valur,Valur,72.0,,,,,,,,,
14,Illugi Auðunsson,8.433333333333334,,1.0,1.0,1.0,,2.0,2.0,1.0,,,7.0,,6.0,KR,Valur,Valur,72.0,,3.0,3.0,,,3.0,3.0,,
15,Pavel Ermolinskij,35.0,2.0,16.0,18.0,10.0,3.0,4.0,3.0,,,,21.0,-8.0,5.0,KR,Valur,Valur,72.0,1.0,2.0,9.0,0.0,2.0,2.0,11.0,1.0,1.0
25,Philip B. Alawoya,33.266666666666666,4.0,6.0,10.0,3.0,3.0,2.0,1.0,3.0,1.0,,22.0,,19.0,KR,Valur,Valur,72.0,1.0,9.0,18.0,0.0,3.0,9.0,21.0,1.0,2.0
1,Kyle Johnson,31.216666666666665,1.0,4.0,5.0,3.0,2.0,1.0,1.0,,,,24.0,40.0,25.0,Stjarnan,KR,Stjarnan,73.0,1.0,8.0,11.0,3.0,6.0,11.0,17.0,0.0,2.0
4,Hlynur Elías Bæringsson,30.8,1.0,18.0,19.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,32.0,39.0,11.0,Stjarnan,KR,Stjarnan,73.0,1.0,1.0,2.0,3.0,7.0,4.0,9.0,,
5,Nikolas Tomsick,31.716666666666665,,,,5.0,2.0,1.0,3.0,1.0,,,19.0,27.0,22.0,Stjarnan,KR,Stjarnan,73.0,1.0,4.0,5.0,4.0,8.0,8.0,13.0,2.0,3.0
7,Ágúst Angantýsson,8.966666666666667,1.0,,1.0,1.0,2.0,2.0,,,,1.0,5.0,9.0,5.0,Stjarnan,KR,Stjarnan,73.0,,1.0,2.0,,,1.0,2.0,3.0,4.0
8,Ægir Þór Steinarsson,32.333333333333336,3.0,5.0,8.0,11.0,1.0,2.0,4.0,4.0,,1.0,37.0,42.0,24.0,Stjarnan,KR,Stjarnan,73.0,1.0,9.0,13.0,1.0,3.0,10.0,16.0,3.0,3.0
10,Dúi Þór Jónsson,8.383333333333333,1.0,1.0,2.0,1.0,,,1.0,1.0,,,-1.0,3.0,,Stjarnan,KR,Stjarnan,73.0,,0.0,2.0,0.0,2.0,0.0,4.0,,
11,Tómas Þórður Hilmarsson,29.95,3.0,7.0,10.0,1.0,4.0,7.0,3.0,1.0,,,23.0,37.0,17.0,Stjarnan,KR,Stjarnan,73.0,1.0,6.0,8.0,1.0,1.0,7.0,9.0,2.0,3.0
13,Ingimundur Orri Jóhannsson,1.75,,1.0,1.0,,,,,,,,1.0,,,Stjarnan,KR,Stjarnan,73.0,,,,,,,,,
14,Arnþór Freyr Guðmundsson,19.1,,3.0,3.0,2.0,2.0,2.0,,1.0,,,9.0,14.0,6.0,Stjarnan,KR,Stjarnan,73.0,,1.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0
21,Friðrik Anton Jónsson,1.75,,,,,1.0,,,,,,0.0,,,Stjarnan,KR,Stjarnan,73.0,,,,,,,,,
29,Orri Gunnarsson,4.033333333333333,,,,1.0,,,,,,,0.0,4.0,,Stjarnan,KR,Stjarnan,73.0,,,,0.0,1.0,0.0,1.0,,
1,Matthías Orri Sigurðarson,22.783333333333335,,2.0,2.0,3.0,1.0,,1.0,,,,-4.0,-26.0,2.0,Stjarnan,KR,KR,73.0,1.0,1.0,9.0,0.0,2.0,1.0,11.0,,
3,Sveinn Búi Birgisson,1.75,,1.0,1.0,,,,,,,,1.0,,,Stjarnan,KR,KR,73.0,,,,,,,,,
4,Brynjar Þór Björnsson,14.566666666666666,,,,,3.0,2.0,1.0,1.0,,,1.0,-10.0,3.0,Stjarnan,KR,KR,73.0,,,,1.0,3.0,1.0,3.0,,
6,Kristófer Acox,29.616666666666667,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,,14.0,-45.0,10.0,Stjarnan,KR,KR,73.0,1.0,4.0,7.0,,,4.0,7.0,2.0,2.0
7,Michael Craion,30.166666666666668,1.0,7.0,8.0,5.0,1.0,8.0,4.0,2.0,2.0,,33.0,-31.0,27.0,Stjarnan,KR,KR,73.0,1.0,11.0,17.0,,,11.0,17.0,5.0,6.0
8,Björn Kristjánsson,17.216666666666665,,3.0,3.0,5.0,1.0,,1.0,1.0,,1.0,13.0,-17.0,8.0,Stjarnan,KR,KR,73.0,,1.0,2.0,2.0,4.0,3.0,6.0,,
9,Jón Arnór Stefánsson,21.433333333333334,,3.0,3.0,1.0,2.0,2.0,3.0,,,,-4.0,-15.0,2.0,Stjarnan,KR,KR,73.0,1.0,1.0,6.0,0.0,2.0,1.0,8.0,,
10,Helgi Már Magnússon,16.1,2.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,,,7.0,-3.0,4.0,Stjarnan,KR,KR,73.0,,1.0,3.0,0.0,2.0,1.0,5.0,2.0,2.0
14,Benedikt Lárusson,1.75,,,,1.0,,,,,,,1.0,,,Stjarnan,KR,KR,73.0,,,,,,,,,
23,Sigurður Á. Þorvaldsson,4.2,,3.0,3.0,,,1.0,,,,,6.0,-11.0,3.0,Stjarnan,KR,KR,73.0,,,,1.0,1.0,1.0,1.0,,
25,Jakob Örn Sigurðarson,30.733333333333334,2.0,1.0,3.0,2.0,2.0,2.0,2.0,,,,3.0,-41.0,8.0,Stjarnan,KR,KR,73.0,1.0,3.0,7.0,0.0,3.0,3.0,10.0,2.0,3.0
77,Þorvaldur Orri Árnason,9.683333333333334,,,,,,,2.0,,,,-6.0,-16.0,,Stjarnan,KR,KR,73.0,,0.0,1.0,0.0,3.0,0.0,4.0,,
4,Khalil Ullah Ahmad,28.65,,3.0,3.0,5.0,2.0,2.0,1.0,2.0,,,30.0,22.0,31.0,Keflavík,Fjölnir,Keflavík,74.0,1.0,4.0,6.0,6.0,13.0,10.0,19.0,5.0,6.0
5,Magnús Már Traustason,11.55,1.0,,1.0,1.0,,1.0,1.0,3.0,,,6.0,-5.0,4.0,Keflavík,Fjölnir,Keflavík,74.0,,2.0,4.0,,,2.0,4.0,,
6,Elvar Snær Guðjónsson,0.85,,,,,1.0,,,,,,-1.0,-5.0,,Keflavík,Fjölnir,Keflavík,74.0,,0.0,1.0,,,0.0,1.0,,
7,Ágúst Orrason,21.966666666666665,1.0,,1.0,2.0,1.0,,1.0,,,,5.0,21.0,6.0,Keflavík,Fjölnir,Keflavík,74.0,1.0,,,2.0,5.0,2.0,5.0,,
8,Guðmundur Jónsson,16.366666666666667,,,,1.0,3.0,3.0,,,,,7.0,-3.0,11.0,Keflavík,Fjölnir,Keflavík,74.0,,3.0,5.0,1.0,4.0,4.0,9.0,2.0,2.0
9,Dominykas Milka,31.533333333333335,1.0,8.0,9.0,2.0,,,2.0,2.0,,1.0,12.0,23.0,4.0,Keflavík,Fjölnir,Keflavík,74.0,1.0,2.0,5.0,,,2.0,5.0,,
10,Davíð Alexander H. Magnússon,1.8833333333333333,,,,,,,,,,,3.0,-7.0,3.0,Keflavík,Fjölnir,Keflavík,74.0,,,,1.0,1.0,1.0,1.0,,
11,Deane Williams,34.8,1.0,6.0,7.0,3.0,,2.0,3.0,2.0,2.0,,26.0,7.0,20.0,Keflavík,Fjölnir,Keflavík,74.0,1.0,8.0,11.0,1.0,2.0,9.0,13.0,1.0,2.0
12,Reggie Dupree,15.65,,3.0,3.0,,3.0,1.0,2.0,2.0,,,2.0,-6.0,2.0,Keflavík,Fjölnir,Keflavík,74.0,,1.0,1.0,0.0,3.0,1.0,4.0,,
13,Hörður Axel Vilhjálmsson,31.85,3.0,2.0,5.0,9.0,2.0,4.0,1.0,3.0,,,42.0,20.0,28.0,Keflavík,Fjölnir,Keflavík,74.0,1.0,3.0,3.0,6.0,8.0,9.0,11.0,4.0,4.0
14,Andrés Ísak Hlynsson,4.05,,,,,,,,,,,-1.0,-7.0,,Keflavík,Fjölnir,Keflavík,74.0,,,,0.0,1.0,0.0,1.0,,
15,Sigurður Hólm Brynjarsson,0.85,,,,,,,,,,,0.0,-5.0,,Keflavík,Fjölnir,Keflavík,74.0,,,,,,,,,
2,Hlynur Logi Ingólfsson,1.8833333333333333,,,,,,,,,,,0.0,7.0,,Keflavík,Fjölnir,Fjölnir,74.0,,,,,,,,,
3,Jere Vucica,36.2,3.0,7.0,10.0,4.0,4.0,,6.0,,1.0,,23.0,-8.0,22.0,Keflavík,Fjölnir,Fjölnir,74.0,1.0,8.0,11.0,2.0,7.0,10.0,18.0,,
4,Daníel Bjarki Stefánsson,0.0,,,,,,,,,,,,,,Keflavík,Fjölnir,Fjölnir,74.0,,,,,,,,,
6,Ólafur Ingi Styrmisson,11.8,1.0,1.0,2.0,,,,,,,,5.0,1.0,4.0,Keflavík,Fjölnir,Fjölnir,74.0,,2.0,2.0,0.0,1.0,2.0,3.0,,
7,Viktor Lee Moses,35.11666666666667,2.0,2.0,4.0,2.0,,2.0,2.0,,,1.0,24.0,-8.0,29.0,Keflavík,Fjölnir,Fjölnir,74.0,1.0,8.0,13.0,4.0,7.0,12.0,20.0,1.0,2.0
8,Srdan Stojanovic,34.71666666666667,,3.0,3.0,10.0,3.0,4.0,3.0,2.0,,1.0,27.0,-18.0,20.0,Keflavík,Fjölnir,Fjölnir,74.0,1.0,3.0,6.0,3.0,5.0,6.0,11.0,5.0,5.0
